Participant_Number,Trial_Number,Condition,FC_distal,FC_proximal,Target_Contrast,Correct_Response,Reaction_Time
24,0,Equal,0.1,0.1,0.1,1,0.9723045749997254
24,1,Control,0.0,0.25,0.1,0,0.8043320690012479
24,2,Equal,0.25,0.25,0.1,1,0.6085728199996083
24,3,Control,0.0,0.25,0.1,1,0.6017059260011592
24,4,Equal,0.25,0.25,0.07943282347242815,1,0.4289052919993992
24,5,Control,0.0,0.1,0.1,1,0.4161848249987088
24,6,Control,0.0,0.1,0.07943282347242815,1,0.3710239880001609
24,7,Control,0.0,0.1,0.06309573444801932,1,0.4394335240012879
24,8,Equal,0.25,0.25,0.06309573444801932,1,0.3152657519985951
24,9,Increase,0.1,0.25,0.1,1,0.5496503269987443
24,10,Increase,0.1,0.25,0.07943282347242815,1,0.5291300619992398
24,11,Increase,0.1,0.25,0.06309573444801932,1,0.5002963119986816
24,12,Control,0.0,0.1,0.05011872336272722,1,0.3813171070014505
24,13,Control,0.0,0.1,0.03981071705534971,1,0.2565594979987509
24,14,Equal,0.1,0.1,0.07943282347242815,1,0.2807000649991096
24,15,Control,0.0,0.1,0.031622776601683784,1,0.26088383400019666
24,16,Control,0.0,0.25,0.07943282347242815,1,0.5741668569989997
24,17,Equal,0.25,0.25,0.05011872336272722,1,0.5771469499995874
24,18,Decrease,0.25,0.1,0.1,1,0.5722475719994691
24,19,Increase,0.1,0.25,0.05011872336272722,1,0.4568292619987915
24,20,Control,0.0,0.1,0.02511886431509579,1,0.49992714099971636
24,21,Equal,0.1,0.1,0.06309573444801932,1,0.45498675700036983
24,22,Equal,0.25,0.25,0.03981071705534971,1,0.5873674689992185
24,23,Increase,0.1,0.25,0.03981071705534971,1,0.5813747370011697
24,24,Control,0.0,0.1,0.01995262314968879,1,0.6004167560004134
24,25,Decrease,0.25,0.1,0.07943282347242815,1,0.6097166990002734
24,26,Equal_null,0.25,0.25,0.1,1,0.6134795559992199
24,27,Equal,0.1,0.1,0.05011872336272722,1,0.6452470749991335
24,28,Equal_null,0.1,0.1,0.1,1,0.7524630709995108
24,29,Equal,0.1,0.1,0.03981071705534971,1,0.562722525000936
24,30,Control,0.0,0.1,0.015848931924611127,1,0.6135716910011979
24,31,Control,0.0,0.25,0.06309573444801932,1,0.6247894309999538
24,32,Increase,0.1,0.25,0.031622776601683784,1,0.5882064170000376
24,33,Decrease_null,0.25,0.1,0.1,1,0.5590582269996958
24,34,Equal,0.25,0.25,0.031622776601683784,1,0.6285224729999754
24,35,Equal,0.1,0.1,0.031622776601683784,1,0.5843712790010613
24,36,Equal,0.25,0.25,0.02511886431509579,1,0.5145397930009494
24,37,Decrease,0.25,0.1,0.06309573444801932,1,0.5019382620012038
24,38,Decrease,0.25,0.1,0.05011872336272722,1,0.5582492100002128
24,39,Decrease_null,0.25,0.1,0.07943282347242815,1,0.634405610999238
24,40,Control,0.0,0.1,0.012589254117941666,1,1.1306248309992952
24,41,Equal,0.1,0.1,0.02511886431509579,1,0.5815619459990558
24,42,Increase,0.1,0.25,0.02511886431509579,1,0.5597846689997823
24,43,Control,0.0,0.1,0.009999999999999995,0,0.6191509139989648
24,44,Control,0.0,0.25,0.05011872336272722,1,0.5982921850009006
24,45,Equal,0.1,0.1,0.01995262314968879,1,0.5064225890000671
24,46,Control,0.0,0.1,0.012589254117941666,0,0.6377436750008201
24,47,Equal,0.1,0.1,0.015848931924611127,1,1.0110368580008071
24,48,Equal,0.25,0.25,0.01995262314968879,0,0.7436058040002536
24,49,Control_null,0.0,0.1,0.1,1,0.7442340790003072
24,50,Equal,0.1,0.1,0.012589254117941666,0,0.5715298770010122
24,51,Control_null,0.0,0.25,0.1,1,0.6675330649995885
24,52,Increase,0.1,0.25,0.01995262314968879,1,0.8467973679998977
24,53,Equal,0.25,0.25,0.025118864315095794,1,0.6162342120005633
24,54,Equal,0.25,0.25,0.01995262314968879,0,0.6351652110006398
24,55,Increase,0.1,0.25,0.015848931924611127,1,0.6854783680009859
24,56,Increase,0.1,0.25,0.012589254117941666,0,0.5854126239992183
24,57,Control,0.0,0.25,0.03981071705534971,1,0.6207698489997711
24,58,Control_null,0.0,0.25,0.07943282347242815,1,0.7041103940009634
24,59,Equal,0.1,0.1,0.015848931924611127,1,0.5951220730003115
24,60,Decrease,0.25,0.1,0.03981071705534971,1,0.5048576589997538
24,61,Equal,0.1,0.1,0.012589254117941666,0,0.6365643999997701
24,62,Control,0.0,0.25,0.031622776601683784,1,0.6053390520009998
24,63,Control,0.0,0.25,0.02511886431509579,1,0.368468077000216
24,64,Equal,0.1,0.1,0.015848931924611127,1,0.5381944439996005
24,65,Decrease,0.25,0.1,0.031622776601683784,1,0.4452219030008564
24,66,Equal,0.1,0.1,0.012589254117941666,0,0.8134947970011126
24,67,Equal,0.25,0.25,0.025118864315095794,1,0.6322887070000434
24,68,Increase,0.1,0.25,0.015848931924611127,1,0.6657651940004143
24,69,Control,0.0,0.1,0.015848931924611127,1,0.7970788080001512
24,70,Equal,0.25,0.25,0.01995262314968879,1,0.6083216049992188
24,71,Decrease,0.25,0.1,0.02511886431509579,1,0.5634546380006213
24,72,Decrease,0.25,0.1,0.01995262314968879,1,0.43198460999883537
24,73,Equal,0.1,0.1,0.015848931924611127,1,0.5804306730005919
24,74,Decrease,0.25,0.1,0.015848931924611127,1,0.5844573390004371
24,75,Equal,0.25,0.25,0.015848931924611127,1,0.5528772649995517
24,76,Equal,0.1,0.1,0.012589254117941666,0,0.637444656000298
24,77,Control,0.0,0.1,0.012589254117941666,0,99
24,78,Equal_null,0.25,0.25,0.07943282347242815,1,0.6076988370004983
24,79,Equal,0.1,0.1,0.015848931924611127,1,0.5848734960000002
24,80,Decrease,0.25,0.1,0.012589254117941666,1,0.44402361500033294
24,81,Decrease,0.25,0.1,0.009999999999999995,0,0.9273099229994841
24,82,Equal,0.25,0.25,0.012589254117941666,0,1.058504703001745
24,83,Equal_null,0.1,0.1,0.07943282347242815,0,0.7573556459992687
24,84,Decrease,0.25,0.1,0.012589254117941666,0,0.6003884050005581
24,85,Equal,0.25,0.25,0.015848931924611127,1,0.5973016509997251
24,86,Equal,0.25,0.25,0.012589254117941666,0,0.5537443700013682
24,87,Equal,0.25,0.25,0.015848931924611127,1,0.9350418009998975
24,88,Increase,0.1,0.25,0.012589254117941666,0,0.6956205899987253
24,89,Equal,0.25,0.25,0.012589254117941666,0,99
24,90,Decrease,0.25,0.1,0.015848931924611127,0,0.4748365619998367
24,91,Decrease,0.25,0.1,0.01995262314968879,1,0.6631095289994846
24,92,Control,0.0,0.1,0.015848931924611127,1,0.6233051910003269
24,93,Equal,0.25,0.25,0.015848931924611127,1,0.5544474470007117
24,94,Control,0.0,0.1,0.012589254117941666,1,0.9415897729995777
24,95,Control,0.0,0.1,0.009999999999999995,0,0.6806833459995687
24,96,Increase,0.1,0.25,0.015848931924611127,0,0.7799447149991465
24,97,Control,0.0,0.25,0.01995262314968879,1,0.7522008270007063
24,98,Control,0.0,0.1,0.012589254117941666,0,1.2117768970001634
24,99,Equal,0.25,0.25,0.012589254117941666,1,0.8406411969990586
24,100,Control,0.0,0.1,0.015848931924611127,1,0.5176773590010271
24,101,Control,0.0,0.25,0.015848931924611127,1,0.6377934360007202
24,102,Control,0.0,0.1,0.012589254117941666,1,0.4411295459995017
24,103,Equal,0.25,0.25,0.009999999999999995,0,0.8169470709999587
24,104,Equal,0.25,0.25,0.012589254117941666,0,0.6285405590006121
24,105,Equal,0.1,0.1,0.012589254117941666,0,0.5816209160002472
24,106,Equal,0.25,0.25,0.015848931924611127,0,0.5927190040001733
24,107,Decrease,0.25,0.1,0.015848931924611127,1,0.6600525799985917
24,108,Control_null,0.0,0.1,0.07943282347242815,1,0.616122458000973
24,109,Control,0.0,0.25,0.012589254117941666,0,0.6754847420015722
24,110,Equal,0.25,0.25,0.01995262314968879,1,0.6934835009997187
24,111,Equal,0.1,0.1,0.015848931924611127,1,0.6247848539987899
24,112,Equal,0.1,0.1,0.012589254117941666,1,0.5343711859986797
24,113,Control,0.0,0.1,0.009999999999999995,0,0.946291463000307
24,114,Increase,0.1,0.25,0.01995262314968879,1,0.5629400600009831
24,115,Equal,0.1,0.1,0.009999999999999995,0,0.566278271999181
24,116,Control,0.0,0.25,0.015848931924611127,1,0.7038257460008026
24,117,Control,0.0,0.1,0.012589254117941666,0,0.8669754319998901
24,118,Decrease,0.25,0.1,0.012589254117941666,0,99
24,119,Decrease,0.25,0.1,0.015848931924611127,1,0.7501010490013869
24,120,Control,0.0,0.1,0.015848931924611127,1,0.702731475001201
24,121,Equal,0.1,0.1,0.012589254117941666,0,0.5632826459986973
24,122,Equal,0.1,0.1,0.015848931924611127,1,0.7100746169999184
24,123,Equal,0.1,0.1,0.012589254117941666,0,0.6392353860010189
24,124,Decrease,0.25,0.1,0.012589254117941666,0,0.6583269399998244
24,125,Increase,0.1,0.25,0.015848931924611127,1,0.6182072999999946
24,126,Increase,0.1,0.25,0.012589254117941666,1,0.7726117430011072
24,127,Equal,0.1,0.1,0.015848931924611127,1,0.5268231489990285
24,128,Equal,0.1,0.1,0.012589254117941666,0,0.5611806440010696
24,129,Equal,0.1,0.1,0.015848931924611127,1,0.9002510539994546
24,130,Equal_null,0.1,0.1,0.1,1,0.5430918459987879
24,131,Control,0.0,0.1,0.012589254117941666,0,0.7952420379988325
24,132,Control,0.0,0.1,0.015848931924611127,1,0.5908615580010519
24,133,Equal,0.25,0.25,0.015848931924611127,0,0.4578902579996793
24,134,Control,0.0,0.25,0.012589254117941666,0,99
24,135,Control,0.0,0.25,0.015848931924611127,0,99
24,136,Increase,0.1,0.25,0.009999999999999995,0,99
24,137,Control_null,0.0,0.25,0.06309573444801932,1,0.4537267129999236
24,138,Decrease,0.25,0.1,0.015848931924611127,1,0.6137563150005008
24,139,Control,0.0,0.25,0.01995262314968879,0,0.9928734539989819
24,140,Control,0.0,0.25,0.025118864315095794,1,0.5073424530000921
24,141,Control,0.0,0.1,0.012589254117941666,1,0.6064332599999034
24,142,Control,0.0,0.25,0.01995262314968879,1,0.6016202749997319
24,143,Equal,0.25,0.25,0.01995262314968879,0,0.6372584309992817
24,144,Decrease,0.25,0.1,0.012589254117941666,0,0.7277304489998642
24,145,Increase,0.1,0.25,0.012589254117941666,0,0.21907763600029284
24,146,Equal,0.1,0.1,0.012589254117941666,0,0.22338812400084862
24,147,Equal,0.25,0.25,0.025118864315095794,1,0.4656011799997941
24,148,Equal,0.25,0.25,0.01995262314968879,0,0.261862208999446
24,149,Decrease,0.25,0.1,0.015848931924611127,0,0.3819411170006788
24,150,Equal,0.1,0.1,0.015848931924611127,1,0.5210572659998434
24,151,Equal,0.1,0.1,0.012589254117941666,0,0.457221564000065
24,152,Decrease,0.25,0.1,0.01995262314968879,1,0.541396344999157
24,153,Control,0.0,0.1,0.009999999999999995,1,0.6145915939996485
24,154,Equal,0.1,0.1,0.015848931924611127,1,0.4178218140004901
24,155,Decrease,0.25,0.1,0.015848931924611127,0,0.29408185400097864
24,156,Control,0.0,0.25,0.015848931924611127,1,0.3612039960007678
24,157,Equal,0.25,0.25,0.025118864315095794,1,0.428613291000147
24,158,Equal,0.1,0.1,0.012589254117941666,1,0.31288640400089207
24,159,Control,0.0,0.25,0.012589254117941666,0,0.4689882500006206
24,160,Control,0.0,0.25,0.015848931924611127,1,0.5429865160003828
24,161,Control,0.0,0.1,0.00794328234724281,0,0.7233131869998033
24,162,Increase_null,0.1,0.25,0.1,1,0.5153423960000509
24,163,Control,0.0,0.1,0.009999999999999995,0,0.559609066000121
24,164,Increase,0.1,0.25,0.015848931924611127,1,0.5918587489995843
24,165,Control_null,0.0,0.25,0.05011872336272722,1,0.5710770080004295
24,166,Equal,0.25,0.25,0.01995262314968879,1,0.6052899549995345
24,167,Control,0.0,0.25,0.012589254117941666,0,0.4641059810001025
24,168,Decrease,0.25,0.1,0.01995262314968879,1,0.5955320909997681
24,169,Increase,0.1,0.25,0.012589254117941666,0,0.48671049299991864
24,170,Control,0.0,0.25,0.015848931924611127,1,0.905984854000053
24,171,Decrease,0.25,0.1,0.015848931924611127,1,0.5995612269998674
24,172,Increase,0.1,0.25,0.015848931924611127,1,0.626201745999424
24,173,Decrease,0.25,0.1,0.012589254117941666,0,0.5724279549995117
24,174,Equal,0.25,0.25,0.015848931924611127,1,0.5756056910013285
24,175,Equal,0.1,0.1,0.009999999999999995,1,0.5119864959997358
24,176,Decrease,0.25,0.1,0.015848931924611127,1,0.3789126360006776
24,177,Decrease,0.25,0.1,0.012589254117941666,0,0.5642107479998231
24,178,Equal,0.25,0.25,0.012589254117941666,0,0.7664990150005906
24,179,Increase,0.1,0.25,0.012589254117941666,0,0.6004108639990591
24,180,Increase,0.1,0.25,0.015848931924611127,1,0.588881179000964
24,181,Decrease,0.25,0.1,0.015848931924611127,1,0.7040968969995447
24,182,Control,0.0,0.25,0.012589254117941666,1,0.5151029369990283
24,183,Control,0.0,0.1,0.012589254117941666,0,1.0062719350007683
24,184,Control,0.0,0.1,0.015848931924611127,1,0.6185604990005231
24,185,Increase,0.1,0.25,0.012589254117941666,1,0.7336846739999601
24,186,Equal,0.1,0.1,0.00794328234724281,1,0.6799262940003246
24,187,Equal,0.1,0.1,0.0063095734448019285,0,0.45912044199940283
24,188,Decrease,0.25,0.1,0.012589254117941666,1,0.5871049520010274
24,189,Control,0.0,0.25,0.009999999999999995,0,0.8464307970007212
24,190,Control,0.0,0.25,0.012589254117941666,0,0.806593237000925
24,191,Equal,0.25,0.25,0.015848931924611127,1,0.5948128239997459
24,192,Control,0.0,0.1,0.012589254117941666,0,0.7402413060008257
24,193,Equal,0.1,0.1,0.00794328234724281,0,0.6081800390002172
24,194,Equal_null,0.25,0.25,0.06309573444801932,1,0.45915000999957556
24,195,Equal,0.1,0.1,0.009999999999999995,0,0.7505792320007458
24,196,Decrease,0.25,0.1,0.009999999999999995,0,99
24,197,Decrease,0.25,0.1,0.012589254117941666,0,0.5830119189995457
24,198,Equal,0.25,0.25,0.012589254117941666,0,0.5474327699994319
24,199,Equal,0.1,0.1,0.012589254117941666,0,0.42924444599884737
24,200,Increase,0.1,0.25,0.009999999999999995,0,0.4001168909999251
24,201,Equal,0.25,0.25,0.015848931924611127,1,0.6408154820001073
24,202,Decrease,0.25,0.1,0.015848931924611127,1,0.5718471500003943
24,203,Increase,0.1,0.25,0.012589254117941666,0,0.5411023779997777
24,204,Equal_null,0.25,0.25,0.05011872336272722,1,0.6483265299993946
24,205,Control,0.0,0.1,0.015848931924611127,0,0.9304215729989664
24,206,Increase,0.1,0.25,0.015848931924611127,1,0.622793599999568
24,207,Control,0.0,0.1,0.01995262314968879,1,0.5537530479996349
24,208,Increase,0.1,0.25,0.012589254117941666,0,0.5489745610011596
24,209,Control,0.0,0.1,0.015848931924611127,0,0.3761003100007656
24,210,Equal_null,0.25,0.25,0.03981071705534971,1,0.29347722900092776
24,211,Decrease_null,0.25,0.1,0.06309573444801932,1,0.4257752379999147
24,212,Equal,0.25,0.25,0.012589254117941666,0,0.6184807739991811
24,213,Increase,0.1,0.25,0.015848931924611127,0,0.4376245760013262
24,214,Decrease,0.25,0.1,0.012589254117941666,0,0.29500727400045434
24,215,Control,0.0,0.1,0.01995262314968879,0,0.13829149999946821
24,216,Control,0.0,0.25,0.015848931924611127,1,0.5061299650005822
24,217,Control,0.0,0.25,0.012589254117941666,1,0.6616255900007673
24,218,Control,0.0,0.25,0.009999999999999995,0,0.5046837499994581
24,219,Equal,0.25,0.25,0.015848931924611127,0,0.3960758220000571
24,220,Decrease,0.25,0.1,0.015848931924611127,0,0.3752334440014238
24,221,Increase,0.1,0.25,0.01995262314968879,0,0.3315769340006227
24,222,Control,0.0,0.1,0.025118864315095794,1,0.5988402550010505
24,223,Control,0.0,0.25,0.012589254117941666,0,0.611117540000123
24,224,Equal_null,0.25,0.25,0.031622776601683784,1,0.6161847799994575
24,225,Equal,0.1,0.1,0.015848931924611127,0,99
24,226,Decrease,0.25,0.1,0.01995262314968879,0,0.508339458001501
24,227,Increase,0.1,0.25,0.025118864315095794,1,0.6293584110007941
24,228,Equal,0.1,0.1,0.01995262314968879,1,0.6794344469999487
24,229,Equal,0.1,0.1,0.015848931924611127,1,0.5439764089987875
24,230,Equal,0.1,0.1,0.012589254117941666,0,0.4599373849996482
24,231,Equal,0.1,0.1,0.015848931924611127,0,0.3031765420000738
24,232,Control,0.0,0.1,0.01995262314968879,0,0.3865138549990661
24,233,Equal,0.25,0.25,0.01995262314968879,1,0.8375580569991143
24,234,Decrease,0.25,0.1,0.025118864315095794,1,0.5606620779999503
24,235,Control,0.0,0.1,0.025118864315095794,1,0.5488381369996205
24,236,Increase,0.1,0.25,0.01995262314968879,1,0.8812883039990993
24,237,Increase,0.1,0.25,0.015848931924611127,1,0.6064813600005436
24,238,Increase,0.1,0.25,0.012589254117941666,0,0.4956525599991437
24,239,Control,0.0,0.1,0.01995262314968879,0,0.6828367079997406
24,240,Increase,0.1,0.25,0.015848931924611127,1,1.0095770730004006
24,241,Equal,0.25,0.25,0.015848931924611127,1,0.4309097719997226
24,242,Equal,0.25,0.25,0.012589254117941666,0,0.5551237019990367
24,243,Equal,0.1,0.1,0.01995262314968879,1,0.5936840870017477
24,244,Equal,0.25,0.25,0.015848931924611127,1,0.4700638260001142
24,245,Increase,0.1,0.25,0.012589254117941666,0,0.5502071509999951
24,246,Equal,0.1,0.1,0.015848931924611127,1,0.7535224509992986
24,247,Control,0.0,0.1,0.025118864315095794,1,0.3002655340005731
24,248,Control,0.0,0.1,0.01995262314968879,0,0.6779490900007659
24,249,Control,0.0,0.25,0.015848931924611127,1,0.6170224310008052
24,250,Decrease,0.25,0.1,0.01995262314968879,1,0.43572435199894244
24,251,Control,0.0,0.25,0.012589254117941666,0,0.5992822919997707
24,252,Equal,0.25,0.25,0.012589254117941666,0,0.8276738270014903
24,253,Equal_null,0.1,0.1,0.07943282347242815,1,0.44653457200001867
24,254,Increase,0.1,0.25,0.015848931924611127,1,0.6498513070000627
24,255,Increase,0.1,0.25,0.012589254117941666,0,0.9357346389988379
24,256,Increase,0.1,0.25,0.015848931924611127,1,0.528023884000504
24,257,Equal,0.1,0.1,0.012589254117941666,0,0.47545322600126383
24,258,Equal,0.1,0.1,0.015848931924611127,0,0.7722280069992848
24,259,Control,0.0,0.1,0.025118864315095794,1,0.5197770840004523
24,260,Control,0.0,0.1,0.01995262314968879,1,0.7387754320006934
24,261,Control,0.0,0.1,0.015848931924611127,1,0.580143961999056
24,262,Equal,0.1,0.1,0.01995262314968879,1,0.5112788490005187
24,263,Increase,0.1,0.25,0.012589254117941666,0,0.651614325999617
24,264,Control,0.0,0.25,0.015848931924611127,1,0.5107062110000697
24,265,Control,0.0,0.25,0.012589254117941666,1,0.47401690399965446
24,266,Equal,0.25,0.25,0.015848931924611127,1,0.5175422789998265
24,267,Control,0.0,0.25,0.009999999999999995,1,0.7282075479997729
24,268,Increase,0.1,0.25,0.015848931924611127,1,0.5724050910012011
24,269,Equal,0.25,0.25,0.012589254117941666,0,0.5906559109989757
24,270,Decrease,0.25,0.1,0.015848931924611127,1,0.4658012400013831
24,271,Increase,0.1,0.25,0.012589254117941666,1,0.3142383909998898
24,272,Equal,0.1,0.1,0.015848931924611127,1,0.2369819979994645
24,273,Equal,0.1,0.1,0.012589254117941666,1,0.30532408700128144
24,274,Control,0.0,0.1,0.012589254117941666,0,0.6586489989986148
24,275,Control,0.0,0.25,0.00794328234724281,0,0.5980056240005069
24,276,Decrease,0.25,0.1,0.012589254117941666,0,0.4570300980012689
24,277,Decrease,0.25,0.1,0.015848931924611127,1,0.8112349999992148
24,278,Equal,0.25,0.25,0.015848931924611127,1,0.6954496369999106
24,279,Equal,0.1,0.1,0.009999999999999995,0,0.49047501200038823
24,280,Equal,0.25,0.25,0.012589254117941666,0,99
24,281,Equal,0.1,0.1,0.012589254117941666,0,0.34600021400001424
24,282,Control,0.0,0.25,0.009999999999999995,0,0.5311639810006454
24,283,Decrease,0.25,0.1,0.012589254117941666,0,0.3261220760014112
24,284,Control,0.0,0.25,0.012589254117941666,0,0.11023504399963713
24,285,Equal,0.1,0.1,0.015848931924611127,0,0.4262334479990386
24,286,Equal,0.1,0.1,0.01995262314968879,0,0.38968251299957046
24,287,Control,0.0,0.25,0.015848931924611127,1,0.6231352559989318
24,288,Control,0.0,0.1,0.015848931924611127,0,0.5861972359998617
24,289,Control,0.0,0.1,0.01995262314968879,0,0.7334877389985195
24,290,Control,0.0,0.1,0.025118864315095794,1,0.7365089749982872
24,291,Control,0.0,0.1,0.01995262314968879,0,0.6127510110000003
24,292,Decrease,0.25,0.1,0.015848931924611127,1,0.6239104539999971
24,293,Equal,0.25,0.25,0.015848931924611127,1,0.347164361999603
24,294,Control,0.0,0.1,0.025118864315095794,1,0.5103783409995231
24,295,Decrease,0.25,0.1,0.012589254117941666,1,0.5113523850013735
24,296,Equal,0.1,0.1,0.025118864315095794,1,0.2988998710006854
24,297,Control,0.0,0.1,0.01995262314968879,0,0.4829395670003578
24,298,Increase,0.1,0.25,0.009999999999999995,0,0.6462116799993964
24,299,Equal,0.1,0.1,0.01995262314968879,0,0.4333609629993589
24,300,Control,0.0,0.1,0.025118864315095794,1,0.6264495880004688
24,301,Control,0.0,0.25,0.012589254117941666,0,0.48486147400035406
24,302,Decrease,0.25,0.1,0.009999999999999995,0,99
24,303,Increase,0.1,0.25,0.012589254117941666,0,99
24,304,Increase,0.1,0.25,0.015848931924611127,0,0.3526111190003576
24,305,Decrease,0.25,0.1,0.012589254117941666,0,0.48333056999945256
24,306,Decrease,0.25,0.1,0.015848931924611127,0,0.5805539370012411
24,307,Control,0.0,0.1,0.01995262314968879,1,0.6407639680001012
24,308,Control,0.0,0.25,0.015848931924611127,0,0.4181508429992391
24,309,Equal,0.1,0.1,0.025118864315095794,1,0.5810403230007068
24,310,Control,0.0,0.25,0.01995262314968879,1,0.8135482360012247
24,311,Equal,0.1,0.1,0.01995262314968879,0,0.7043398389996582
24,312,Control,0.0,0.25,0.015848931924611127,1,0.763764576999165
24,313,Equal,0.1,0.1,0.025118864315095794,1,0.6868267209993064
24,314,Equal,0.25,0.25,0.012589254117941666,0,0.9859461360010755
24,315,Control,0.0,0.25,0.012589254117941666,0,0.3812130049991538
24,316,Equal,0.1,0.1,0.01995262314968879,0,0.15251061799972376
24,317,Increase,0.1,0.25,0.01995262314968879,0,0.3425836949991208
24,318,Increase,0.1,0.25,0.025118864315095794,0,0.3377196539986471
24,319,Equal,0.1,0.1,0.025118864315095794,1,0.36409708499923
24,320,Decrease,0.25,0.1,0.01995262314968879,0,0.6148383330000797
24,321,Control,0.0,0.25,0.015848931924611127,0,0.6164130760007538
24,322,Equal,0.25,0.25,0.015848931924611127,1,0.6755408960016211
24,323,Equal,0.25,0.25,0.012589254117941666,0,0.42784850200041546
24,324,Increase,0.1,0.25,0.031622776601683784,1,0.5429342909992556
24,325,Equal,0.1,0.1,0.01995262314968879,1,0.46618239100098435
24,326,Decrease,0.25,0.1,0.025118864315095794,1,0.3322544699985883
24,327,Increase_null,0.1,0.25,0.07943282347242815,0,99
24,328,Decrease,0.25,0.1,0.01995262314968879,1,0.6583878149995144
24,329,Increase,0.1,0.25,0.02511886431509579,1,0.9268239949997223
24,330,Equal,0.1,0.1,0.015848931924611127,0,0.3794440689998737
24,331,Equal,0.25,0.25,0.015848931924611127,1,0.6873227739997674
24,332,Equal,0.25,0.25,0.012589254117941666,0,0.42435361400021065
24,333,Control,0.0,0.25,0.01995262314968879,0,99
24,334,Control,0.0,0.1,0.015848931924611127,0,99
24,335,Control,0.0,0.1,0.01995262314968879,0,99
24,336,Decrease,0.25,0.1,0.015848931924611127,0,0.8001033950004057
24,337,Equal,0.25,0.25,0.015848931924611127,1,0.8834962800010544
24,338,Equal,0.25,0.25,0.012589254117941666,0,0.3826143520000187
