Participant_Number,Trial_Number,Condition,FC_distal,FC_proximal,Target_Contrast,Correct_Response,Reaction_Time
18,0,Control,0.0,0.1,0.1,1,0.8875073959989095
18,1,Control,0.0,0.1,0.07943282347242815,1,0.6830354140001873
18,2,Equal,0.25,0.25,0.1,1,0.5658086160001403
18,3,Control,0.0,0.25,0.1,1,0.5582710779999616
18,4,Increase,0.1,0.25,0.1,1,0.5464757209992968
18,5,Equal,0.25,0.25,0.07943282347242815,1,0.5556971000005433
18,6,Increase,0.1,0.25,0.07943282347242815,1,0.5828908840012446
18,7,Control,0.0,0.25,0.07943282347242815,1,0.6977481140002055
18,8,Increase,0.1,0.25,0.06309573444801932,1,0.5973163679991558
18,9,Increase,0.1,0.25,0.05011872336272722,1,0.5684325130005163
18,10,Control_null,0.0,0.1,0.1,1,0.6276569089986879
18,11,Decrease,0.25,0.1,0.1,1,0.3267693429988867
18,12,Equal,0.25,0.25,0.06309573444801932,1,0.6202839600009611
18,13,Control,0.0,0.25,0.06309573444801932,1,1.0359301219996269
18,14,Control,0.0,0.1,0.06309573444801932,1,0.8152673569984472
18,15,Decrease,0.25,0.1,0.07943282347242815,1,0.586293170999852
18,16,Control,0.0,0.25,0.05011872336272722,1,0.5547427279998374
18,17,Increase,0.1,0.25,0.03981071705534971,1,0.5497764370011282
18,18,Decrease,0.25,0.1,0.06309573444801932,1,0.43884326400075224
18,19,Control,0.0,0.25,0.03981071705534971,1,0.7463892640007543
18,20,Equal,0.1,0.1,0.1,1,0.5496878600006312
18,21,Equal,0.25,0.25,0.05011872336272722,1,0.6407290169991029
18,22,Control,0.0,0.25,0.031622776601683784,1,0.5876630629991269
18,23,Increase_null,0.1,0.25,0.1,1,0.7920065310008795
18,24,Control,0.0,0.1,0.05011872336272722,1,0.49009083499913686
18,25,Control,0.0,0.25,0.02511886431509579,1,0.5438964400000259
18,26,Control,0.0,0.1,0.03981071705534971,1,0.45538181899974006
18,27,Increase,0.1,0.25,0.031622776601683784,1,0.4586406950002129
18,28,Control,0.0,0.25,0.01995262314968879,1,0.5559635949994117
18,29,Control,0.0,0.1,0.031622776601683784,1,0.5030116569996608
18,30,Increase,0.1,0.25,0.02511886431509579,1,0.41018708599949605
18,31,Control,0.0,0.25,0.015848931924611127,1,0.3886327939999319
18,32,Equal,0.25,0.25,0.03981071705534971,1,0.5197270520002348
18,33,Equal,0.25,0.25,0.031622776601683784,1,0.4505813260002469
18,34,Decrease,0.25,0.1,0.05011872336272722,1,0.41401097099878825
18,35,Control,0.0,0.25,0.012589254117941666,1,0.6502833049999026
18,36,Decrease,0.25,0.1,0.03981071705534971,1,0.3902657979997457
18,37,Control,0.0,0.1,0.02511886431509579,1,0.34592321000127413
18,38,Control,0.0,0.25,0.009999999999999995,0,0.9718456770006014
18,39,Equal,0.25,0.25,0.02511886431509579,1,0.5739552659997571
18,40,Equal,0.1,0.1,0.07943282347242815,1,0.41717956000138656
18,41,Decrease,0.25,0.1,0.031622776601683784,1,0.44135740700039605
18,42,Equal,0.25,0.25,0.01995262314968879,1,0.5324851040004432
18,43,Decrease,0.25,0.1,0.02511886431509579,1,0.49561155200171925
18,44,Equal,0.1,0.1,0.06309573444801932,1,0.3137355849994492
18,45,Equal,0.1,0.1,0.05011872336272722,1,0.22074792100102059
18,46,Equal,0.1,0.1,0.03981071705534971,1,0.22416215100020054
18,47,Control,0.0,0.1,0.01995262314968879,0,0.9726574790001905
18,48,Increase,0.1,0.25,0.01995262314968879,1,0.49678566299917293
18,49,Control,0.0,0.25,0.012589254117941666,0,0.7983445589998155
18,50,Equal,0.25,0.25,0.015848931924611127,1,0.5749459769995156
18,51,Control,0.0,0.1,0.025118864315095794,0,0.6591940729995258
18,52,Increase,0.1,0.25,0.015848931924611127,0,0.691308191000644
18,53,Decrease,0.25,0.1,0.01995262314968879,0,99
18,54,Control,0.0,0.25,0.015848931924611127,1,0.6065091350010334
18,55,Control,0.0,0.25,0.012589254117941666,0,0.633905089000109
18,56,Equal,0.1,0.1,0.031622776601683784,1,0.4063358950006659
18,57,Control,0.0,0.25,0.015848931924611127,1,0.4000670550012728
18,58,Decrease,0.25,0.1,0.025118864315095794,1,0.499461313998836
18,59,Increase,0.1,0.25,0.01995262314968879,1,0.5337681229993905
18,60,Increase,0.1,0.25,0.015848931924611127,0,0.5608819099998072
18,61,Increase,0.1,0.25,0.01995262314968879,1,0.4611124539987941
18,62,Control,0.0,0.25,0.012589254117941666,1,0.7451890649990673
18,63,Equal,0.25,0.25,0.012589254117941666,0,1.0115535169989016
18,64,Control,0.0,0.25,0.009999999999999995,0,0.5746497210002417
18,65,Equal,0.25,0.25,0.015848931924611127,1,0.7667896320017462
18,66,Equal,0.25,0.25,0.012589254117941666,0,0.48982517500007816
18,67,Decrease_null,0.25,0.1,0.1,1,0.570259308000459
18,68,Equal,0.1,0.1,0.02511886431509579,1,0.5093034639994585
18,69,Equal,0.1,0.1,0.01995262314968879,1,0.4005365270004404
18,70,Increase,0.1,0.25,0.015848931924611127,1,0.41077408700039086
18,71,Equal,0.1,0.1,0.015848931924611127,0,0.5337349689998518
18,72,Decrease,0.25,0.1,0.01995262314968879,0,0.4810383730000467
18,73,Decrease_null,0.25,0.1,0.07943282347242815,1,0.5091234680003254
18,74,Control,0.0,0.1,0.031622776601683784,1,0.36142423700039217
18,75,Decrease,0.25,0.1,0.025118864315095794,1,0.33530530799907865
18,76,Control,0.0,0.25,0.012589254117941666,0,0.8159209379991808
18,77,Decrease,0.25,0.1,0.01995262314968879,1,0.4749008499984484
18,78,Control,0.0,0.1,0.02511886431509579,1,0.3312255490000098
18,79,Equal,0.25,0.25,0.015848931924611127,1,0.526230077000946
18,80,Control,0.0,0.1,0.01995262314968879,1,0.43944008099970233
18,81,Increase,0.1,0.25,0.012589254117941666,1,0.362658564999947
18,82,Equal,0.25,0.25,0.012589254117941666,1,0.4138356180010305
18,83,Control,0.0,0.1,0.015848931924611127,1,0.43098953899971093
18,84,Decrease,0.25,0.1,0.015848931924611127,1,0.3302923789997294
18,85,Equal,0.25,0.25,0.009999999999999995,1,0.6375239650005824
18,86,Increase,0.1,0.25,0.009999999999999995,1,0.5524891709992517
18,87,Equal,0.25,0.25,0.00794328234724281,1,0.4538109450004413
18,88,Control_null,0.0,0.1,0.07943282347242815,1,0.5543406690012489
18,89,Equal_null,0.1,0.1,0.1,1,0.5632421350001096
18,90,Control,0.0,0.25,0.015848931924611127,1,0.35038150699983817
18,91,Increase,0.1,0.25,0.00794328234724281,0,0.5104709699990053
18,92,Control,0.0,0.1,0.012589254117941666,0,99
18,93,Control,0.0,0.1,0.015848931924611127,1,0.41084068899908743
18,94,Increase,0.1,0.25,0.009999999999999995,1,0.5581117530000483
18,95,Equal,0.1,0.1,0.01995262314968879,1,0.4572872849985288
18,96,Increase_null,0.1,0.25,0.07943282347242815,0,0.5804740200001106
18,97,Equal,0.25,0.25,0.0063095734448019285,0,0.7913777379999374
18,98,Equal_null,0.1,0.1,0.07943282347242815,1,0.9559879879998334
18,99,Control,0.0,0.25,0.012589254117941666,1,0.47119433100124297
18,100,Increase,0.1,0.25,0.00794328234724281,1,0.5467866649996722
18,101,Increase,0.1,0.25,0.0063095734448019285,0,0.760333977999835
18,102,Increase,0.1,0.25,0.00794328234724281,0,99
18,103,Increase,0.1,0.25,0.009999999999999995,0,0.6288744479988964
18,104,Control,0.0,0.1,0.012589254117941666,1,0.8613129499990464
18,105,Increase,0.1,0.25,0.012589254117941666,1,0.6242564149997634
18,106,Equal,0.25,0.25,0.00794328234724281,1,0.5764627129992732
18,107,Control,0.0,0.25,0.009999999999999995,0,1.2286675839986856
18,108,Equal_null,0.25,0.25,0.1,0,99
18,109,Control,0.0,0.25,0.012589254117941666,1,1.0096976770000765
18,110,Control,0.0,0.25,0.009999999999999995,1,0.37295176800034824
18,111,Control,0.0,0.1,0.009999999999999995,0,0.4801567869999417
18,112,Increase,0.1,0.25,0.009999999999999995,0,1.0115427290002117
18,113,Equal,0.25,0.25,0.0063095734448019285,1,0.6011743670005671
18,114,Increase,0.1,0.25,0.012589254117941666,0,0.9331531839998206
18,115,Control,0.0,0.25,0.00794328234724281,1,0.6059325080004783
18,116,Decrease,0.25,0.1,0.012589254117941666,0,99
18,117,Equal,0.25,0.25,0.005011872336272719,0,0.5781422290001501
18,118,Control,0.0,0.1,0.012589254117941666,0,0.557375187998332
18,119,Equal,0.1,0.1,0.015848931924611127,1,0.31726469899876975
18,120,Equal,0.1,0.1,0.012589254117941666,0,0.6775351380001666
18,121,Control,0.0,0.1,0.015848931924611127,1,0.39888491700003215
18,122,Control,0.0,0.25,0.0063095734448019285,1,0.5779009839989158
18,123,Equal,0.1,0.1,0.015848931924611127,1,0.3232356219996291
18,124,Decrease,0.25,0.1,0.015848931924611127,1,0.32640158600042923
18,125,Decrease,0.25,0.1,0.012589254117941666,1,0.5937525730005291
18,126,Decrease,0.25,0.1,0.009999999999999995,1,0.4526730170000519
18,127,Increase,0.1,0.25,0.015848931924611127,1,0.31180423899968446
18,128,Equal,0.1,0.1,0.012589254117941666,0,0.4660768449994066
18,129,Decrease_null,0.25,0.1,0.06309573444801932,0,1.1023563779999677
18,130,Control,0.0,0.25,0.005011872336272719,0,0.9790038730006927
18,131,Equal,0.25,0.25,0.0063095734448019285,0,0.5676421669995761
18,132,Increase,0.1,0.25,0.012589254117941666,0,0.6239336620001268
18,133,Equal,0.1,0.1,0.015848931924611127,1,0.5551255919999676
18,134,Control,0.0,0.1,0.012589254117941666,0,0.4909032270006719
18,135,Equal_null,0.25,0.25,0.1,1,0.4463396390001435
18,136,Increase,0.1,0.25,0.015848931924611127,1,0.3598026330000721
18,137,Control,0.0,0.1,0.015848931924611127,1,0.7226275049997639
18,138,Increase,0.1,0.25,0.012589254117941666,0,0.5910358060009457
18,139,Increase,0.1,0.25,0.015848931924611127,1,0.3860833939997974
18,140,Decrease,0.25,0.1,0.00794328234724281,0,0.48546315600106027
18,141,Control,0.0,0.1,0.012589254117941666,1,0.5196578809991479
18,142,Decrease,0.25,0.1,0.009999999999999995,1,0.4426496820015018
18,143,Control,0.0,0.25,0.0063095734448019285,0,0.5990614920010557
18,144,Decrease,0.25,0.1,0.00794328234724281,1,0.7072751039995637
18,145,Increase,0.1,0.25,0.012589254117941666,0,0.6193262929991761
18,146,Decrease,0.25,0.1,0.0063095734448019285,0,0.43812745600007474
18,147,Equal,0.1,0.1,0.012589254117941666,0,0.48772824099978607
18,148,Decrease,0.25,0.1,0.00794328234724281,0,0.4429464940003527
18,149,Control,0.0,0.25,0.00794328234724281,0,0.47570026199900894
18,150,Equal,0.1,0.1,0.015848931924611127,0,0.2392314240005362
18,151,Control,0.0,0.25,0.009999999999999995,0,0.45811088499976904
18,152,Control,0.0,0.25,0.012589254117941666,0,0.26960762799899385
18,153,Decrease,0.25,0.1,0.009999999999999995,0,0.4579294609993667
18,154,Control,0.0,0.1,0.009999999999999995,0,0.26879759700022987
18,155,Increase,0.1,0.25,0.015848931924611127,0,0.45619711200015445
18,156,Decrease,0.25,0.1,0.012589254117941666,0,0.3953431379995891
18,157,Equal,0.25,0.25,0.00794328234724281,0,0.3695682840007066
18,158,Decrease,0.25,0.1,0.015848931924611127,1,0.49668995100000757
18,159,Equal,0.25,0.25,0.009999999999999995,1,0.7397049320006772
18,160,Increase_null,0.1,0.25,0.1,1,0.45317383800102107
18,161,Equal,0.1,0.1,0.01995262314968879,1,0.40013701699899684
18,162,Decrease,0.25,0.1,0.012589254117941666,0,0.49049609800022154
18,163,Control,0.0,0.1,0.012589254117941666,0,0.6936767209990649
18,164,Control,0.0,0.25,0.015848931924611127,1,0.8329397380002774
18,165,Equal,0.25,0.25,0.00794328234724281,0,0.49204622700017353
18,166,Equal_null,0.25,0.25,0.07943282347242815,0,0.9991869330006011
18,167,Equal_null,0.1,0.1,0.06309573444801932,1,0.4746920769994176
18,168,Control,0.0,0.1,0.015848931924611127,0,99
18,169,Decrease,0.25,0.1,0.015848931924611127,1,0.6099119629998313
18,170,Control_null,0.0,0.25,0.1,1,0.5259713210016344
18,171,Control,0.0,0.25,0.012589254117941666,0,0.3657980990010401
18,172,Increase,0.1,0.25,0.01995262314968879,0,0.4013273550008307
18,173,Equal,0.25,0.25,0.009999999999999995,0,0.43475146499986295
18,174,Control,0.0,0.25,0.015848931924611127,1,0.49349044999871694
18,175,Decrease,0.25,0.1,0.012589254117941666,0,99
18,176,Equal,0.25,0.25,0.012589254117941666,0,99
18,177,Equal,0.1,0.1,0.015848931924611127,1,0.438411670998903
18,178,Control,0.0,0.1,0.01995262314968879,1,0.5374235369999951
18,179,Decrease,0.25,0.1,0.015848931924611127,1,0.4364618550007435
18,180,Increase,0.1,0.25,0.025118864315095794,1,0.4328178880004998
18,181,Equal,0.25,0.25,0.015848931924611127,1,0.5494542639989959
18,182,Control,0.0,0.1,0.015848931924611127,1,0.42318822800007183
18,183,Control,0.0,0.25,0.012589254117941666,1,0.5079655139998067
18,184,Control,0.0,0.1,0.012589254117941666,1,0.7954562739996618
18,185,Control,0.0,0.25,0.009999999999999995,1,0.43075957799919706
18,186,Decrease,0.25,0.1,0.012589254117941666,0,99
18,187,Equal,0.25,0.25,0.012589254117941666,1,0.6351741620001121
18,188,Decrease,0.25,0.1,0.015848931924611127,1,0.460290802999225
18,189,Control,0.0,0.1,0.009999999999999995,0,0.5766774839994468
18,190,Decrease_null,0.25,0.1,0.07943282347242814,1,0.5559710130000894
18,191,Increase,0.1,0.25,0.01995262314968879,1,0.47077447199990274
18,192,Increase,0.1,0.25,0.015848931924611127,1,0.35361678899971594
18,193,Control,0.0,0.25,0.00794328234724281,0,99
18,194,Control,0.0,0.1,0.012589254117941666,1,0.45057015500060515
18,195,Increase_null,0.1,0.25,0.07943282347242815,1,0.7405615799998486
18,196,Increase,0.1,0.25,0.012589254117941666,1,1.167790577001142
18,197,Equal,0.1,0.1,0.012589254117941666,1,0.7039915240002301
18,198,Decrease,0.25,0.1,0.012589254117941666,1,0.5881103160008934
18,199,Control,0.0,0.25,0.009999999999999995,0,99
18,200,Equal,0.1,0.1,0.009999999999999995,0,0.3016835180005728
18,201,Control,0.0,0.25,0.012589254117941666,0,0.415528543999244
18,202,Control,0.0,0.25,0.015848931924611127,0,0.2669201939988852
18,203,Control,0.0,0.25,0.01995262314968879,0,0.19101004900039698
18,204,Equal,0.25,0.25,0.009999999999999995,0,0.2262599079986103
18,205,Increase,0.1,0.25,0.009999999999999995,0,0.20686011999896436
18,206,Equal,0.1,0.1,0.012589254117941666,0,99
18,207,Increase,0.1,0.25,0.012589254117941666,0,0.3575849200005905
18,208,Equal,0.25,0.25,0.012589254117941666,0,0.22255178500017792
18,209,Equal,0.1,0.1,0.015848931924611127,1,0.4421805999991193
18,210,Equal,0.25,0.25,0.015848931924611127,1,0.5395232739992935
18,211,Equal,0.1,0.1,0.012589254117941666,0,0.6226190809993568
18,212,Equal,0.25,0.25,0.012589254117941666,0,99
18,213,Equal,0.1,0.1,0.015848931924611127,1,0.6099436610002158
18,214,Control,0.0,0.1,0.009999999999999995,1,0.8683084580006835
18,215,Equal,0.25,0.25,0.015848931924611127,1,0.5123018979993503
18,216,Increase,0.1,0.25,0.015848931924611127,1,0.42761373500070476
18,217,Equal,0.25,0.25,0.012589254117941666,1,0.5506717629996274
18,218,Control,0.0,0.25,0.025118864315095794,1,0.41910545700011426
18,219,Decrease,0.25,0.1,0.009999999999999995,1,0.39914129299904744
18,220,Decrease,0.25,0.1,0.00794328234724281,0,99
18,221,Control,0.0,0.1,0.00794328234724281,0,1.0203489289997378
18,222,Decrease,0.25,0.1,0.009999999999999995,0,0.6806601339994813
18,223,Decrease,0.25,0.1,0.012589254117941666,1,0.46479503999944427
18,224,Equal,0.1,0.1,0.012589254117941666,1,0.40408496000054583
18,225,Control,0.0,0.25,0.01995262314968879,1,0.3321822500001872
18,226,Decrease,0.25,0.1,0.009999999999999995,0,0.560309796999718
18,227,Control,0.0,0.25,0.015848931924611127,1,0.21817140299936
18,228,Equal,0.25,0.25,0.009999999999999995,0,0.47753793799893174
18,229,Equal,0.25,0.25,0.012589254117941666,0,0.600921709999966
18,230,Equal,0.1,0.1,0.009999999999999995,0,0.5241256209992571
18,231,Equal,0.1,0.1,0.012589254117941666,1,0.4483673220001947
18,232,Decrease,0.25,0.1,0.012589254117941666,1,0.45361601900003734
18,233,Control,0.0,0.25,0.012589254117941666,0,1.0031284729993786
18,234,Increase,0.1,0.25,0.012589254117941666,0,0.5788022569995519
18,235,Equal,0.25,0.25,0.015848931924611127,1,0.36712823000016215
18,236,Increase,0.1,0.25,0.015848931924611127,1,0.5273261209986231
18,237,Equal,0.25,0.25,0.012589254117941666,1,0.46644282000124804
18,238,Decrease,0.25,0.1,0.009999999999999995,0,0.5627231029993709
18,239,Decrease,0.25,0.1,0.012589254117941666,0,99
18,240,Control_null,0.0,0.1,0.06309573444801932,1,0.44440955000027316
18,241,Control,0.0,0.25,0.015848931924611127,0,0.3751734020006552
18,242,Equal,0.1,0.1,0.009999999999999995,0,0.4483948400011286
18,243,Control,0.0,0.25,0.01995262314968879,1,0.4516600599999947
18,244,Control,0.0,0.1,0.009999999999999995,1,0.478892449000341
18,245,Equal,0.25,0.25,0.009999999999999995,0,0.5188014599989401
18,246,Decrease,0.25,0.1,0.015848931924611127,1,0.3300201450001623
18,247,Equal,0.25,0.25,0.012589254117941666,0,0.6864760570006183
18,248,Decrease,0.25,0.1,0.012589254117941666,1,0.6015938979999191
18,249,Control,0.0,0.25,0.015848931924611127,1,0.565119238999614
18,250,Equal,0.1,0.1,0.012589254117941666,1,0.33611553800074034
18,251,Decrease,0.25,0.1,0.009999999999999995,0,0.5084233580000728
